Customer_ID,OrderCount,TotalRevenue,Recency_Days,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
13891,3,859.21,377,2,3,3,233,Loyal Customers
13892,6,1267.6499999999999,26,4,4,4,444,Champions
13893,1,821.1,297,2,1,3,213,Lost
13894,3,564.62,23,4,3,2,432,Potential Loyalists
13895,6,4008.52,27,4,4,5,445,Champions
13896,1,388.55,625,1,1,2,112,Lost
13897,3,1160.72,49,4,3,3,433,Loyal Customers
13898,2,686.4,325,2,2,3,223,Lost
13899,2,388.52,15,5,2,2,522,Potential Loyalists
13900,6,1610.59,182,3,4,4,344,Champions
13901,15,5676.34,71,3,5,5,355,Champions
13902,5,34095.26,631,1,4,5,145,Champions
13903,1,165.45000000000002,399,2,1,1,211,Lost
13904,2,332.64,36,4,2,2,422,Potential Loyalists
13905,1,312.65,732,1,1,2,112,Lost
13906,1,42.0,408,2,1,1,211,Lost
13907,1,136.8,691,1,1,1,111,Lost
13908,4,2369.55,79,3,3,4,334,Loyal Customers
13909,2,282.85,422,1,2,1,121,Lost
13911,20,4234.99,56,4,5,5,455,Champions
13912,1,124.95,423,1,1,1,111,Lost
13913,1,42.22,506,1,1,1,111,Lost
13914,2,626.45,11,5,2,3,523,Potential Loyalists
13915,1,70.80000000000001,393,2,1,1,211,Lost
13916,4,1275.81,463,1,3,4,134,Loyal Customers
13917,2,272.04,49,4,2,1,421,Potential Loyalists
13918,2,1212.8400000000001,49,4,2,3,423,Potential Loyalists
13919,4,1360.68,58,4,3,4,434,Loyal Customers
13920,4,1774.68,431,1,3,4,134,Loyal Customers
13921,4,730.7,401,2,3,3,233,Loyal Customers
13922,3,865.2,351,2,3,3,233,Loyal Customers
13923,1,351.13,53,4,1,2,412,Potential Loyalists
13924,6,1838.8500000000001,1,5,4,4,544,Champions
13925,4,678.25,92,3,3,3,333,Loyal Customers
13926,1,223.85000000000002,22,4,1,1,411,Potential Loyalists
13927,2,708.26,74,3,2,3,323,At Risk
13928,4,464.57,10,5,3,2,532,Potential Loyalists
13929,11,3494.1,168,3,5,5,355,Champions
13930,2,337.34,57,4,2,2,422,Potential Loyalists
13931,11,5257.38,95,3,5,5,355,Champions
13932,1,307.4,294,2,1,2,212,Lost
13933,2,608.7900000000001,108,3,2,2,322,At Risk
13934,1,922.1,263,2,1,3,213,Lost
13935,3,6116.92,596,1,3,5,135,Loyal Customers
13936,3,939.66,179,3,3,3,333,Loyal Customers
13937,2,880.13,168,3,2,3,323,At Risk
13938,1,71.66,34,4,1,1,411,Potential Loyalists
13939,7,1560.96,22,4,4,4,444,Champions
13940,4,839.14,16,5,3,3,533,Loyal Customers
13941,15,10027.18,21,4,5,5,455,Champions
13942,1,320.0,534,1,1,2,112,Lost
13943,1,246.54,577,1,1,1,111,Lost
13944,1,200.43,652,1,1,1,111,Lost
13945,2,854.15,394,2,2,3,223,Lost
13946,6,1876.23,78,3,4,4,344,Champions
13947,1,90.6,64,3,1,1,311,At Risk
13948,4,548.76,360,2,3,2,232,Lost
13949,6,2427.32,2,5,4,4,544,Champions
13950,4,745.06,10,5,3,3,533,Loyal Customers
13951,3,674.45,175,3,3,3,333,Loyal Customers
13952,14,12823.521,217,2,5,5,255,Champions
13953,12,6640.68,6,5,5,5,555,Champions
13954,2,439.92,1,5,2,2,522,Potential Loyalists
13955,3,544.0699999999999,153,3,3,2,332,At Risk
13956,5,1019.27,4,5,4,3,543,Loyal Customers
13957,3,458.25,417,1,3,2,132,Lost
13958,8,4709.2300000000005,379,2,4,5,245,Champions
13959,6,1064.77,78,3,4,3,343,Loyal Customers
13960,2,230.22,20,4,2,1,421,Potential Loyalists
13961,1,538.4,391,2,1,2,212,Lost
13962,3,362.8,21,4,3,2,432,Potential Loyalists
13963,17,2860.57,307,2,5,4,254,Champions
13964,2,438.9,386,2,2,2,222,Lost
13965,3,996.61,476,1,3,3,133,Loyal Customers
13966,1,384.26,434,1,1,2,112,Lost
13967,2,166.3,145,3,2,1,321,At Risk
13968,1,123.66,422,1,1,1,111,Lost
13969,35,12973.460000000001,6,5,5,5,555,Champions
13970,2,846.55,385,2,2,3,223,Lost
13971,14,4667.57,18,5,5,5,555,Champions
13972,2,190.25,70,3,2,1,321,At Risk
13973,1,264.7,286,2,1,1,211,Lost
13974,2,677.72,48,4,2,3,423,Potential Loyalists
13975,12,5256.4,30,4,5,5,455,Champions
13976,4,1192.36,206,2,3,3,233,Loyal Customers
13977,1,519.8100000000001,410,1,1,2,112,Lost
13978,2,196.79000000000002,14,5,2,1,521,Potential Loyalists
13979,7,3379.93,72,3,4,5,345,Champions
13980,5,768.82,59,3,4,3,343,Loyal Customers
13981,1,331.14,415,1,1,2,112,Lost
13982,9,3954.29,38,4,5,5,455,Champions
13983,21,6753.89,29,4,5,5,455,Champions
13984,12,1893.8,26,4,5,4,454,Champions
13985,22,10020.86,3,5,5,5,555,Champions
13986,1,320.46,16,5,1,2,512,Potential Loyalists
13987,2,682.54,379,2,2,3,223,Lost
13988,8,4757.8,19,4,4,5,445,Champions
13989,5,2026.06,65,3,4,4,344,Champions
13990,1,311.3,212,2,1,2,212,Lost
13991,6,852.88,11,5,4,3,543,Loyal Customers
13992,3,219.5,29,4,3,1,431,Potential Loyalists
13993,19,6775.71,42,4,5,5,455,Champions
13994,6,2274.14,3,5,4,4,544,Champions
13995,14,3902.01,14,5,5,5,555,Champions
13996,2,895.76,385,2,2,3,223,Lost
13997,3,376.46,518,1,3,2,132,Lost
13998,3,566.7,446,1,3,2,132,Lost
13999,29,9502.26,9,5,5,5,555,Champions
14000,5,2046.3400000000001,210,2,4,4,244,Champions
14001,9,4228.85,45,4,5,5,455,Champions
14002,2,529.73,133,3,2,2,322,At Risk
14003,1,209.41,732,1,1,1,111,Lost
14004,11,6258.45,42,4,5,5,455,Champions
14005,5,2874.72,9,5,4,4,544,Champions
14006,7,2196.67,115,3,4,4,344,Champions
14007,1,79.48,512,1,1,1,111,Lost
14008,1,509.04,431,1,1,2,112,Lost
14009,3,1099.91,197,2,3,3,233,Loyal Customers
14010,2,445.15,564,1,2,2,122,Lost
14011,2,457.82,479,1,2,2,122,Lost
14012,1,328.8,277,2,1,2,212,Lost
14013,5,1084.57,109,3,4,3,343,Loyal Customers
14014,3,1948.21,76,3,3,4,334,Loyal Customers
14015,1,917.34,52,4,1,3,413,Potential Loyalists
14016,11,11403.41,161,3,5,5,355,Champions
14017,1,229.75,570,1,1,1,111,Lost
14018,1,367.15000000000003,644,1,1,2,112,Lost
14019,3,1421.61,46,4,3,4,434,Loyal Customers
14020,4,1249.01,16,5,3,4,534,Loyal Customers
14021,7,1716.58,154,3,4,4,344,Champions
14022,2,792.15,224,2,2,3,223,Lost
14023,2,584.07,6,5,2,2,522,Potential Loyalists
14024,3,645.74,121,3,3,3,333,Loyal Customers
14025,8,4057.9,464,1,4,5,145,Champions
14026,2,713.11,470,1,2,3,123,Lost
14027,1,104.82,60,3,1,1,311,At Risk
14028,3,10396.5,549,1,3,5,135,Loyal Customers
14029,2,467.66,62,3,2,2,322,At Risk
14030,20,7521.8,17,5,5,5,555,Champions
14031,44,39019.51,6,5,5,5,555,Champions
14032,16,4546.41,1,5,5,5,555,Champions
14033,1,109.44,554,1,1,1,111,Lost
14034,3,648.89,21,4,3,3,433,Loyal Customers
14035,9,2794.75,28,4,5,4,454,Champions
14036,1,626.65,284,2,1,3,213,Lost
14037,6,836.95,175,3,4,3,343,Loyal Customers
14038,5,3069.88,77,3,4,5,345,Champions
14039,2,267.28000000000003,32,4,2,1,421,Potential Loyalists
14040,35,12523.81,40,4,5,5,455,Champions
14041,1,141.41,265,2,1,1,211,Lost
14042,1,431.98,724,1,1,2,112,Lost
14043,2,302.6,490,1,2,2,122,Lost
14044,10,3077.7,26,4,5,5,455,Champions
14045,16,10986.63,108,3,5,5,355,Champions
14046,1,154.99,283,2,1,1,211,Lost
14047,14,3968.11,8,5,5,5,555,Champions
14048,3,748.69,304,2,3,3,233,Loyal Customers
14049,13,13023.4,16,5,5,5,555,Champions
14050,2,746.36,31,4,2,3,423,Potential Loyalists
14051,37,21770.98,0,5,5,5,555,Champions
14052,2,466.66,19,4,2,2,422,Potential Loyalists
14053,4,572.3,123,3,3,2,332,At Risk
14054,1,92.46,64,3,1,1,311,At Risk
14055,3,1520.96,105,3,3,4,334,Loyal Customers
14056,23,8152.71,0,5,5,5,555,Champions
14057,22,8346.66,23,4,5,5,455,Champions
14058,2,469.19,462,1,2,2,122,Lost
14059,1,183.6,266,2,1,1,211,Lost
14060,30,8898.24,4,5,5,5,555,Champions
14061,3,917.4300000000001,506,1,3,3,133,Loyal Customers
14062,24,25585.65,9,5,5,5,555,Champions
14063,9,22710.2,437,1,5,5,155,Champions
14064,15,3260.24,28,4,5,5,455,Champions
14065,3,891.02,388,2,3,3,233,Loyal Customers
14066,1,152.55,266,2,1,1,211,Lost
14067,2,374.7,63,3,2,2,322,At Risk
14068,4,1516.72,319,2,3,4,234,Loyal Customers
14069,2,225.81,514,1,2,1,121,Lost
14070,1,321.6,684,1,1,2,112,Lost
14071,8,1437.57,3,5,4,4,544,Champions
14072,1,390.85,666,1,1,2,112,Lost
14073,1,151.04,31,4,1,1,411,Potential Loyalists
14074,1,219.39999999999998,622,1,1,1,111,Lost
14075,6,1734.87,4,5,4,4,544,Champions
14076,1,118.67,128,3,1,1,311,At Risk
14077,6,615.0799999999999,40,4,4,3,443,Loyal Customers
14078,9,1553.47,101,3,5,4,354,Champions
14079,2,618.73,124,3,2,3,323,At Risk
14080,5,1115.68,32,4,4,3,443,Loyal Customers
14081,10,4867.57,301,2,5,5,255,Champions
14082,2,413.36,364,2,2,2,222,Lost
14083,11,1082.19,3,5,5,3,553,Loyal Customers
14084,1,150.5,511,1,1,1,111,Lost
14085,33,9720.67,1,5,5,5,555,Champions
14086,1,39.95,462,1,1,1,111,Lost
14087,3,829.47,2,5,3,3,533,Loyal Customers
14088,16,64036.8,9,5,5,5,555,Champions
14089,1,158.75,56,4,1,1,411,Potential Loyalists
14090,1,76.32000000000001,324,2,1,1,211,Lost
14091,2,9530.08,653,1,2,5,125,Lost
14092,24,7229.45,7,5,5,5,555,Champions
14093,1,433.86,11,5,1,2,512,Potential Loyalists
14094,1,311.77,439,1,1,2,112,Lost
14095,1,2.95,722,1,1,1,111,Lost
14096,17,65164.79,3,5,5,5,555,Champions
14097,2,422.85999999999996,480,1,2,2,122,Lost
14098,1,147.35,36,4,1,1,411,Potential Loyalists
14099,20,5750.91,15,5,5,5,555,Champions
14100,1,191.95000000000002,137,3,1,1,311,At Risk
14101,13,9961.93,73,3,5,5,355,Champions
14102,5,1105.8799999999999,4,5,4,3,543,Loyal Customers
14104,5,743.53,154,3,4,3,343,Loyal Customers
14105,5,5988.83,238,2,4,5,245,Champions
14106,1,214.79999999999998,736,1,1,1,111,Lost
14107,11,4877.3,51,4,5,5,455,Champions
14108,4,1044.96,30,4,3,3,433,Loyal Customers
14109,1,144.2,72,3,1,1,311,At Risk
14110,33,12987.95,3,5,5,5,555,Champions
14111,4,692.85,13,5,3,3,533,Loyal Customers
14112,13,5834.59,22,4,5,5,455,Champions
14113,16,7092.610000000001,3,5,5,5,555,Champions
14114,7,1364.09,273,2,4,4,244,Champions
14115,2,622.6700000000001,501,1,2,3,123,Lost
14116,5,1382.74,19,4,4,4,444,Champions
14117,1,90.0,143,3,1,1,311,At Risk
14118,1,458.45,428,1,1,2,112,Lost
14119,2,183.37,375,2,2,1,221,Lost
14121,4,2780.15,3,5,3,4,534,Loyal Customers
14122,3,362.42,405,2,3,2,232,Lost
14123,1,436.18,732,1,1,2,112,Lost
14124,1,419.58000000000004,83,3,1,2,312,At Risk
14125,3,2720.63,10,5,3,4,534,Loyal Customers
14126,4,1172.46,7,5,3,3,533,Loyal Customers
14127,6,1900.0800000000002,122,3,4,4,344,Champions
14128,3,924.21,60,3,3,3,333,Loyal Customers
14129,9,2591.34,1,5,5,4,554,Champions
14130,4,1858.77,318,2,3,4,234,Loyal Customers
14131,1,168.22,648,1,1,1,111,Lost
14132,11,3586.0299999999997,1,5,5,5,555,Champions
14133,4,911.14,129,3,3,3,333,Loyal Customers
14134,15,11123.35,382,2,5,5,255,Champions
14135,24,8839.67,1,5,5,5,555,Champions
14136,5,1570.81,400,2,4,4,244,Champions
14137,1,332.7,695,1,1,2,112,Lost
14138,2,965.8800000000001,1,5,2,3,523,Potential Loyalists
14139,4,1086.8,45,4,3,3,433,Loyal Customers
14140,2,935.05,3,5,2,3,523,Potential Loyalists
14141,4,915.13,2,5,3,3,533,Loyal Customers
14142,2,671.34,372,2,2,3,223,Lost
14143,1,115.8,133,3,1,1,311,At Risk
14144,1,30.599999999999998,485,1,1,1,111,Lost
14145,7,7600.05,46,4,4,5,445,Champions
14146,12,9450.3,8,5,5,5,555,Champions
14147,9,2590.2,77,3,5,4,354,Champions
14148,2,466.29,233,2,2,2,222,Lost
14149,1,446.62,220,2,1,2,212,Lost
14150,2,658.64,35,4,2,3,423,Potential Loyalists
14151,2,679.45,672,1,2,3,123,Lost
14152,7,1997.3400000000001,74,3,4,4,344,Champions
14153,1,233.4,482,1,1,1,111,Lost
14154,8,6460.7,238,2,4,5,245,Champions
14155,1,118.75,265,2,1,1,211,Lost
14156,156,313437.62,9,5,5,5,555,Champions
14157,5,978.69,19,4,4,3,443,Loyal Customers
14158,1,507.66,39,4,1,2,412,Potential Loyalists
14159,20,7860.8,19,4,5,5,455,Champions
14160,7,8421.47,609,1,4,5,145,Champions
14161,7,2996.93,215,2,4,5,245,Champions
14162,2,289.36,173,3,2,2,322,At Risk
14163,5,2594.62,86,3,4,4,344,Champions
14164,2,1631.77,70,3,2,4,324,At Risk
14165,1,120.44,275,2,1,1,211,Lost
14166,2,251.15,504,1,2,1,121,Lost
14167,8,1274.29,38,4,4,4,444,Champions
14168,2,370.45,420,1,2,2,122,Lost
14169,2,621.51,430,1,2,3,123,Lost
14170,3,570.18,374,2,3,2,232,Lost
14171,2,498.79,97,3,2,2,322,At Risk
14172,3,369.02,604,1,3,2,132,Lost
14173,6,586.0,10,5,4,2,542,Potential Loyalists
14174,1,134.46,32,4,1,1,411,Potential Loyalists
14175,8,7678.88,59,3,4,5,345,Champions
14176,5,756.46,296,2,4,3,243,Loyal Customers
14177,13,2209.69,85,3,5,4,354,Champions
14178,7,1600.26,8,5,4,4,544,Champions
14179,2,701.57,40,4,2,3,423,Potential Loyalists
14180,33,6117.5,10,5,5,5,555,Champions
14181,2,308.35,410,1,2,2,122,Lost
14182,4,678.77,443,1,3,3,133,Loyal Customers
14183,2,278.34000000000003,410,1,2,1,121,Lost
14184,1,452.89,66,3,1,2,312,At Risk
14185,1,197.65,330,2,1,1,211,Lost
14186,5,1550.63,426,1,4,4,144,Champions
14187,1,123.5,473,1,1,1,111,Lost
14188,6,2054.36,30,4,4,4,444,Champions
14189,16,5503.15,1,5,5,5,555,Champions
14190,1,79.9,665,1,1,1,111,Lost
14191,15,4817.66,1,5,5,5,555,Champions
14192,1,293.74,387,2,1,2,212,Lost
14193,3,1210.19,67,3,3,3,333,Loyal Customers
14194,36,18670.59,4,5,5,5,555,Champions
14195,6,2615.6,201,2,4,4,244,Champions
14196,1,335.52,106,3,1,2,312,At Risk
14197,1,390.05,410,1,1,2,112,Lost
14198,9,1569.73,17,5,5,4,554,Champions
14199,4,1091.7,217,2,3,3,233,Loyal Customers
14200,1,379.2,616,1,1,2,112,Lost
14201,10,1193.54,59,3,5,3,353,Loyal Customers
14202,3,847.76,380,2,3,3,233,Loyal Customers
14203,1,339.34,396,2,1,2,212,Lost
14204,4,1024.83,1,5,3,3,533,Loyal Customers
14205,9,2414.2,16,5,5,4,554,Champions
14206,3,1185.01,238,2,3,3,233,Loyal Customers
14207,1,157.8,687,1,1,1,111,Lost
14208,2,567.05,94,3,2,2,322,At Risk
14209,15,4993.27,10,5,5,5,555,Champions
14210,16,5556.570000000001,105,3,5,5,355,Champions
14211,18,4402.29,52,4,5,5,455,Champions
14212,2,2190.14,89,3,2,4,324,At Risk
14213,1,1192.2,404,2,1,3,213,Lost
14214,5,1004.38,30,4,4,3,443,Loyal Customers
14215,9,3250.33,11,5,5,5,555,Champions
14216,5,2150.04,2,5,4,4,544,Champions
14217,23,3298.59,1,5,5,5,555,Champions
14218,1,169.48000000000002,42,4,1,1,411,Potential Loyalists
14219,3,633.83,3,5,3,3,533,Loyal Customers
14220,4,1515.0,246,2,3,4,234,Loyal Customers
14221,17,6517.49,41,4,5,5,455,Champions
14222,1,683.17,176,3,1,3,313,At Risk
14223,3,991.13,91,3,3,3,333,Loyal Customers
14224,9,1841.71,109,3,5,4,354,Champions
14225,4,2031.07,434,1,3,4,134,Loyal Customers
14226,6,2985.13,28,4,4,5,445,Champions
14227,15,6368.71,25,4,5,5,455,Champions
14228,3,745.5,437,1,3,3,133,Loyal Customers
14229,7,2594.04,51,4,4,4,444,Champions
14230,3,979.8000000000001,435,1,3,3,133,Loyal Customers
14231,4,1235.6200000000001,183,3,3,4,334,Loyal Customers
14232,5,2048.07,42,4,4,4,444,Champions
14233,7,2904.27,48,4,4,4,444,Champions
14234,4,754.12,21,4,3,3,433,Loyal Customers
14235,9,4717.99,74,3,5,5,355,Champions
14236,5,1555.34,80,3,4,4,344,Champions
14237,2,471.14,372,2,2,2,222,Lost
14238,3,434.23,325,2,3,2,232,Lost
14239,21,4263.17,42,4,5,5,455,Champions
14240,3,1247.49,29,4,3,4,434,Loyal Customers
14241,2,333.70000000000005,183,3,2,2,322,At Risk
14242,2,280.55,234,2,2,1,221,Lost
14243,17,7217.75,8,5,5,5,555,Champions
14244,1,366.41999999999996,660,1,1,2,112,Lost
14245,2,1693.45,219,2,2,4,224,Lost
14246,3,1474.06,110,3,3,4,334,Loyal Customers
14247,5,753.56,277,2,4,3,243,Loyal Customers
14248,3,1032.95,317,2,3,3,233,Loyal Customers
14249,12,5400.461,410,1,5,5,155,Champions
14250,3,1904.05,6,5,3,4,534,Loyal Customers
14251,5,2879.7000000000003,1,5,4,4,544,Champions
14252,1,350.99,380,2,1,2,212,Lost
14253,2,363.40000000000003,492,1,2,2,122,Lost
14254,1,601.03,432,1,1,2,112,Lost
14255,1,1000.63,545,1,1,3,113,Lost
14256,5,2460.79,259,2,4,4,244,Champions
14257,9,5954.45,63,3,5,5,355,Champions
14258,25,32051.34,8,5,5,5,555,Champions
14259,1,120.0,141,3,1,1,311,At Risk
14260,3,824.28,470,1,3,3,133,Loyal Customers
14261,2,1163.45,50,4,2,3,423,Potential Loyalists
14262,8,2618.23,7,5,4,4,544,Champions
14263,1,322.93,422,1,1,2,112,Lost
14264,6,1517.3600000000001,154,3,4,4,344,Champions
14265,4,1373.35,108,3,3,4,334,Loyal Customers
14266,1,40.56,427,1,1,1,111,Lost
14267,3,1516.24,162,3,3,4,334,Loyal Customers
14268,1,354.85,470,1,1,2,112,Lost
14269,1,295.73,438,1,1,2,112,Lost
14270,1,492.65000000000003,331,2,1,2,212,Lost
14271,2,214.18,225,2,2,1,221,Lost
14272,4,920.81,73,3,3,3,333,Loyal Customers
14273,4,559.97,50,4,3,2,432,Potential Loyalists
14274,1,256.6,685,1,1,1,111,Lost
14275,6,1189.3799999999999,395,2,4,3,243,Loyal Customers
14276,7,2102.68,98,3,4,4,344,Champions
14277,9,17197.61,14,5,5,5,555,Champions
14278,1,205.83,409,2,1,1,211,Lost
14279,2,191.86,520,1,2,1,121,Lost
14280,1,134.04,196,2,1,1,211,Lost
14281,1,245.15,407,2,1,1,211,Lost
14282,25,7250.76,2,5,5,5,555,Champions
14283,4,628.4399999999999,462,1,3,3,133,Loyal Customers
14284,3,1299.65,30,4,3,4,434,Loyal Customers
14285,8,3284.42,20,4,4,5,445,Champions
14286,7,8479.76,23,4,4,5,445,Champions
14287,3,176.63,7,5,3,1,531,Potential Loyalists
14288,1,426.6,212,2,1,2,212,Lost
14289,6,911.26,8,5,4,3,543,Loyal Customers
14290,8,4516.56,10,5,4,5,545,Champions
14291,23,7904.1,1,5,5,5,555,Champions
14292,16,9226.25,7,5,5,5,555,Champions
14293,9,2903.01,2,5,5,4,554,Champions
14294,1,375.34,406,2,1,2,212,Lost
14295,5,2362.91,39,4,4,4,444,Champions
14296,2,456.40000000000003,420,1,2,2,122,Lost
14297,4,1305.33,17,5,3,4,534,Loyal Customers
14298,82,91194.49,7,5,5,5,555,Champions
14299,27,14070.25,7,5,5,5,555,Champions
14300,1,43.2,18,5,1,1,511,Potential Loyalists
14301,4,1992.18,116,3,3,4,334,Loyal Customers
14302,3,742.9000000000001,430,1,3,3,133,Loyal Customers
14303,2,277.94,406,2,2,1,221,Lost
14304,3,1725.01,222,2,3,4,234,Loyal Customers
14305,3,1858.96,70,3,3,4,334,Loyal Customers
14306,6,3151.4,50,4,4,5,445,Champions
14307,10,4287.92,88,3,5,5,355,Champions
14308,2,1147.02,548,1,2,3,123,Lost
14309,11,3780.81,7,5,5,5,555,Champions
14310,1,492.1,432,1,1,2,112,Lost
14311,2,516.45,242,2,2,2,222,Lost
14312,11,3090.29,46,4,5,5,455,Champions
14314,2,229.8,106,3,2,1,321,At Risk
14315,8,3197.82,44,4,4,5,445,Champions
14316,5,1370.34,421,1,4,4,144,Champions
14317,1,508.58000000000004,64,3,1,2,312,At Risk
14318,1,158.02,459,1,1,1,111,Lost
14319,1,494.85,423,1,1,2,112,Lost
14320,5,1346.75,206,2,4,4,244,Champions
14321,7,2218.06,10,5,4,4,544,Champions
14322,4,474.1,428,1,3,2,132,Lost
14323,2,605.0600000000001,114,3,2,2,322,At Risk
14324,2,701.61,409,2,2,3,223,Lost
14325,1,245.48000000000002,569,1,1,1,111,Lost
14326,3,940.98,241,2,3,3,233,Loyal Customers
14327,6,1894.93,162,3,4,4,344,Champions
14328,1,445.05,437,1,1,2,112,Lost
14329,15,9887.62,16,5,5,5,555,Champions
14330,1,200.63,623,1,1,1,111,Lost
14331,2,462.65999999999997,123,3,2,2,322,At Risk
14332,5,1917.41,22,4,4,4,444,Champions
14333,1,415.2,67,3,1,2,312,At Risk
14334,12,4318.48,16,5,5,5,555,Champions
14335,2,454.86,15,5,2,2,522,Potential Loyalists
14336,4,1614.91,16,5,3,4,534,Loyal Customers
14338,3,928.1,160,3,3,3,333,Loyal Customers
14339,2,620.27,242,2,2,3,223,Lost
14340,1,134.7,218,2,1,1,211,Lost
14341,18,4452.02,44,4,5,5,455,Champions
14342,6,918.44,20,4,4,3,443,Loyal Customers
14343,4,1079.66,420,1,3,3,133,Loyal Customers
14344,20,2993.05,126,3,5,5,355,Champions
14345,1,108.97999999999999,38,4,1,1,411,Potential Loyalists
14346,5,2315.75,120,3,4,4,344,Champions
14347,1,82.6,736,1,1,1,111,Lost
14348,1,409.57,259,2,1,2,212,Lost
14349,1,133.5,9,5,1,1,511,Potential Loyalists
14350,3,972.03,273,2,3,3,233,Loyal Customers
14351,1,51.0,164,3,1,1,311,At Risk
14352,4,1078.96,156,3,3,3,333,Loyal Customers
14353,3,376.5,214,2,3,2,232,Lost
14354,2,163.62,5,5,2,1,521,Potential Loyalists
14355,3,840.0500000000001,365,2,3,3,233,Loyal Customers
14356,2,701.23,79,3,2,3,323,At Risk
14357,1,225.12,42,4,1,1,411,Potential Loyalists
14358,2,400.06,388,2,2,2,222,Lost
14359,3,912.18,18,5,3,3,533,Loyal Customers
14360,4,2118.03,31,4,3,4,434,Loyal Customers
14361,1,214.70999999999998,578,1,1,1,111,Lost
14362,1,151.5,21,4,1,1,411,Potential Loyalists
14363,2,227.47000000000003,401,2,2,1,221,Lost
14364,8,3717.35,108,3,4,5,345,Champions
14365,2,634.68,394,2,2,3,223,Lost
14366,1,136.0,524,1,1,1,111,Lost
14367,16,9227.82,7,5,5,5,555,Champions
14368,1,155.0,319,2,1,1,211,Lost
14369,2,469.13,641,1,2,2,122,Lost
14370,6,1175.78,450,1,4,3,143,Loyal Customers
14371,1,100.5,294,2,1,1,211,Lost
14372,2,860.08,442,1,2,3,123,Lost
14373,1,76.55,357,2,1,1,211,Lost
14374,1,108.0,540,1,1,1,111,Lost
14375,3,1106.82,184,3,3,3,333,Loyal Customers
14376,1,215.46,682,1,1,1,111,Lost
14377,2,617.05,190,2,2,3,223,Lost
14378,1,131.25,621,1,1,1,111,Lost
14379,4,1265.16,43,4,3,4,434,Loyal Customers
14380,1,48.96,681,1,1,1,111,Lost
14381,2,625.9399999999999,51,4,2,3,423,Potential Loyalists
14382,2,1193.6299999999999,25,4,2,3,423,Potential Loyalists
14383,3,1247.69,37,4,3,4,434,Loyal Customers
14384,1,58.5,500,1,1,1,111,Lost
14385,3,202.11,8,5,3,1,531,Potential Loyalists
14386,1,142.4,296,2,1,1,211,Lost
14387,3,1727.6,32,4,3,4,434,Loyal Customers
14388,16,6388.2,9,5,5,5,555,Champions
14389,5,1898.01,64,3,4,4,344,Champions
14390,13,6150.03,9,5,5,5,555,Champions
14391,1,135.6,576,1,1,1,111,Lost
14392,1,266.4,431,1,1,1,111,Lost
14393,1,67.95,217,2,1,1,211,Lost
14394,1,93.8,564,1,1,1,111,Lost
14395,20,7801.93,1,5,5,5,555,Champions
14396,7,1969.38,64,3,4,4,344,Champions
14397,19,2612.96,2,5,5,4,554,Champions
14398,2,707.79,400,2,2,3,223,Lost
14399,8,2108.21,393,2,4,4,244,Champions
14400,3,1732.47,148,3,3,4,334,Loyal Customers
14401,22,6795.9,3,5,5,5,555,Champions
14402,1,285.6,651,1,1,2,112,Lost
14403,6,1880.51,129,3,4,4,344,Champions
14404,13,2724.13,33,4,5,4,454,Champions
14405,1,195.0,386,2,1,1,211,Lost
14406,1,156.75,118,3,1,1,311,At Risk
14407,6,2157.73,106,3,4,4,344,Champions
14408,11,4102.27,10,5,5,5,555,Champions
14409,9,3427.29,70,3,5,5,355,Champions
14410,11,2631.9,91,3,5,4,354,Champions
14411,1,1063.0,310,2,1,3,213,Lost
14412,3,1426.19,42,4,3,4,434,Loyal Customers
14413,4,764.52,361,2,3,3,233,Loyal Customers
14414,8,2399.33,91,3,4,4,344,Champions
14415,23,11980.09,0,5,5,5,555,Champions
14416,2,490.22,21,4,2,2,422,Potential Loyalists
14417,1,524.65,387,2,1,2,212,Lost
14418,3,1937.25,3,5,3,4,534,Loyal Customers
14419,7,1254.64,10,5,4,4,544,Champions
14420,4,1639.17,98,3,3,4,334,Loyal Customers
14421,6,2469.37,56,4,4,4,444,Champions
14422,19,10271.52,0,5,5,5,555,Champions
14423,3,916.6099999999999,217,2,3,3,233,Loyal Customers
14424,1,322.08,17,5,1,2,512,Potential Loyalists
14425,3,661.39,434,1,3,3,133,Loyal Customers
14426,17,11727.94,23,4,5,5,455,Champions
14427,4,1263.52,49,4,3,4,434,Loyal Customers
14428,5,1224.06,6,5,4,4,544,Champions
14429,1,516.28,403,2,1,2,212,Lost
14430,3,1220.9,511,1,3,3,133,Loyal Customers
14431,4,2614.2,302,2,3,4,234,Loyal Customers
14432,6,2248.5,9,5,4,4,544,Champions
14433,1,280.7,465,1,1,1,111,Lost
14434,6,1372.8,21,4,4,4,444,Champions
14435,1,90.42,501,1,1,1,111,Lost
14436,2,271.70000000000005,98,3,2,1,321,At Risk
14437,5,873.34,365,2,4,3,243,Loyal Customers
14438,1,131.9,305,2,1,1,211,Lost
14439,5,9443.04,319,2,4,5,245,Champions
14440,13,5982.03,7,5,5,5,555,Champions
14441,11,4611.6900000000005,0,5,5,5,555,Champions
14442,7,5367.0199999999995,204,2,4,5,245,Champions
14443,5,2082.97,53,4,4,4,444,Champions
14444,1,120.44,455,1,1,1,111,Lost
14445,1,221.65,455,1,1,1,111,Lost
14446,5,1200.28,0,5,4,3,543,Loyal Customers
14447,6,1711.73,18,5,4,4,544,Champions
