Customer_ID,OrderCount,FirstPurchase,LastPurchase,TotalRevenue,AvgTransactionValue,TotalTransactions,CustomerSegment,CustomerType,CustomerLifetime_Days,Recency_Days,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
13876,1,2011-10-07,2011-10-07,122.7,17.52857142857143,7,One-Time Buyer,One-Time Buyer,0,63,3,1,1,311,At Risk
13877,3,2010-01-19,2011-09-14,449.68,19.551304347826086,23,Occasional Buyer (3-5 orders),Repeat Buyer,603,85,3,3,2,332,At Risk
13878,4,2010-04-14,2011-10-16,2416.9,23.695098039215686,102,Occasional Buyer (3-5 orders),Repeat Buyer,549,54,4,3,4,434,Loyal Customers
13879,1,2010-03-04,2010-03-04,395.5,15.82,25,One-Time Buyer,One-Time Buyer,0,645,1,1,2,112,Lost
13880,17,2010-05-26,2011-11-18,4293.86,19.254977578475334,223,Loyal Customer (10+ orders),Repeat Buyer,540,20,4,5,5,455,Champions
13881,43,2010-03-04,2011-12-06,45179.1,98.8601750547046,457,Loyal Customer (10+ orders),Repeat Buyer,641,3,5,5,5,555,Champions
13882,5,2011-10-06,2011-12-07,1191.13,18.325076923076924,65,Occasional Buyer (3-5 orders),Repeat Buyer,61,2,5,4,3,543,Loyal Customers
13883,15,2009-12-08,2011-11-29,6560.02,20.759556962025318,316,Loyal Customer (10+ orders),Repeat Buyer,720,10,5,5,5,555,Champions
13884,10,2010-08-26,2011-12-02,1825.03,10.027637362637362,182,Regular Buyer (6-10 orders),Repeat Buyer,462,6,5,5,4,554,Champions
13885,2,2011-05-23,2011-06-03,506.8,18.1,28,Two-Time Buyer,Repeat Buyer,11,188,3,2,2,322,At Risk
13886,1,2011-09-29,2011-09-29,243.56,15.2225,16,One-Time Buyer,One-Time Buyer,0,70,3,1,1,311,At Risk
13887,1,2011-05-19,2011-05-19,349.55,18.397368421052633,19,One-Time Buyer,One-Time Buyer,0,203,2,1,2,212,Lost
13888,7,2010-05-13,2011-08-12,2001.59,11.705204678362573,171,Regular Buyer (6-10 orders),Repeat Buyer,455,119,3,4,4,344,Champions
13889,6,2010-01-22,2011-09-08,1991.23,23.990722891566264,83,Regular Buyer (6-10 orders),Repeat Buyer,593,92,3,4,4,344,Champions
13890,14,2009-12-06,2011-12-08,2927.38,16.921271676300577,173,Loyal Customer (10+ orders),Repeat Buyer,732,0,5,5,5,555,Champions
13891,3,2010-05-06,2010-11-26,859.21,8.678888888888888,99,Occasional Buyer (3-5 orders),Repeat Buyer,203,377,2,3,3,233,Loyal Customers
13892,6,2010-05-13,2011-11-13,1267.6499999999999,35.2125,36,Regular Buyer (6-10 orders),Repeat Buyer,549,26,4,4,4,444,Champions
13893,1,2011-02-15,2011-02-15,821.1,39.1,21,One-Time Buyer,One-Time Buyer,0,297,2,1,3,213,Lost
13894,3,2011-02-02,2011-11-16,564.62,20.911851851851853,27,Occasional Buyer (3-5 orders),Repeat Buyer,286,23,4,3,2,432,Potential Loyalists
13895,6,2009-12-03,2011-11-11,4008.52,21.551182795698924,186,Regular Buyer (6-10 orders),Repeat Buyer,708,27,4,4,5,445,Champions
13896,1,2010-03-24,2010-03-24,388.55,18.502380952380953,21,One-Time Buyer,One-Time Buyer,0,625,1,1,2,112,Lost
13897,3,2010-01-31,2011-10-20,1160.72,19.67322033898305,59,Occasional Buyer (3-5 orders),Repeat Buyer,627,49,4,3,3,433,Loyal Customers
13898,2,2010-10-24,2011-01-18,686.4,14.921739130434782,46,Two-Time Buyer,Repeat Buyer,85,325,2,2,3,223,Lost
13899,2,2011-03-10,2011-11-23,388.52,20.448421052631577,19,Two-Time Buyer,Repeat Buyer,258,15,5,2,2,522,Potential Loyalists
13900,6,2010-03-25,2011-06-09,1610.59,16.95357894736842,95,Regular Buyer (6-10 orders),Repeat Buyer,441,182,3,4,4,344,Champions
13901,15,2010-01-05,2011-09-28,5676.34,18.310774193548387,310,Loyal Customer (10+ orders),Repeat Buyer,631,71,3,5,5,355,Champions
13902,5,2009-12-15,2010-03-17,34095.26,541.1946031746032,63,Occasional Buyer (3-5 orders),Repeat Buyer,92,631,1,4,5,145,Champions
13903,1,2010-11-04,2010-11-04,165.45000000000002,16.545,10,One-Time Buyer,One-Time Buyer,0,399,2,1,1,211,Lost
13904,2,2011-02-18,2011-11-02,332.64,12.793846153846154,26,Two-Time Buyer,Repeat Buyer,257,36,4,2,2,422,Potential Loyalists
13905,1,2009-12-07,2009-12-07,312.65,26.054166666666664,12,One-Time Buyer,One-Time Buyer,0,732,1,1,2,112,Lost
13906,1,2010-10-26,2010-10-26,42.0,42.0,1,One-Time Buyer,One-Time Buyer,0,408,2,1,1,211,Lost
13907,1,2010-01-17,2010-01-17,136.8,34.2,4,One-Time Buyer,One-Time Buyer,0,691,1,1,1,111,Lost
13908,4,2011-03-08,2011-09-21,2369.55,19.42254098360656,122,Occasional Buyer (3-5 orders),Repeat Buyer,196,79,3,3,4,334,Loyal Customers
13909,2,2010-07-06,2010-10-12,282.85,7.44342105263158,38,Two-Time Buyer,Repeat Buyer,98,422,1,2,1,121,Lost
13911,20,2010-03-01,2011-10-13,4234.99,17.7940756302521,238,Loyal Customer (10+ orders),Repeat Buyer,590,56,4,5,5,455,Champions
13912,1,2010-10-12,2010-10-12,124.95,17.85,7,One-Time Buyer,One-Time Buyer,0,423,1,1,1,111,Lost
13913,1,2010-07-21,2010-07-21,42.22,14.073333333333332,3,One-Time Buyer,One-Time Buyer,0,506,1,1,1,111,Lost
13914,2,2011-11-03,2011-11-28,626.45,18.983333333333334,33,Two-Time Buyer,Repeat Buyer,24,11,5,2,3,523,Potential Loyalists
13915,1,2010-11-10,2010-11-10,70.80000000000001,35.400000000000006,2,One-Time Buyer,One-Time Buyer,0,393,2,1,1,211,Lost
13916,4,2010-02-02,2010-09-02,1275.81,17.240675675675675,74,Occasional Buyer (3-5 orders),Repeat Buyer,211,463,1,3,4,134,Loyal Customers
13917,2,2011-06-01,2011-10-21,272.04,15.113333333333335,18,Two-Time Buyer,Repeat Buyer,141,49,4,2,1,421,Potential Loyalists
13918,2,2011-03-31,2011-10-21,1212.8400000000001,40.428000000000004,30,Two-Time Buyer,Repeat Buyer,203,49,4,2,3,423,Potential Loyalists
13919,4,2010-06-17,2011-10-11,1360.68,17.67116883116883,77,Occasional Buyer (3-5 orders),Repeat Buyer,481,58,4,3,4,434,Loyal Customers
13920,4,2010-05-26,2010-10-04,1774.68,20.635813953488373,86,Occasional Buyer (3-5 orders),Repeat Buyer,130,431,1,3,4,134,Loyal Customers
13921,4,2009-12-18,2010-11-02,730.7,16.606818181818184,44,Occasional Buyer (3-5 orders),Repeat Buyer,319,401,2,3,3,233,Loyal Customers
13922,3,2010-08-29,2010-12-23,865.2,28.84,30,Occasional Buyer (3-5 orders),Repeat Buyer,115,351,2,3,3,233,Loyal Customers
13923,1,2011-10-17,2011-10-17,351.13,17.5565,20,One-Time Buyer,One-Time Buyer,0,53,4,1,2,412,Potential Loyalists
13924,6,2011-09-28,2011-12-08,1838.8500000000001,15.716666666666669,117,Regular Buyer (6-10 orders),Repeat Buyer,70,1,5,4,4,544,Champions
13925,4,2011-07-28,2011-09-08,678.25,16.54268292682927,41,Occasional Buyer (3-5 orders),Repeat Buyer,42,92,3,3,3,333,Loyal Customers
13926,1,2011-11-16,2011-11-16,223.85000000000002,20.35,11,One-Time Buyer,One-Time Buyer,0,22,4,1,1,411,Potential Loyalists
13927,2,2010-09-28,2011-09-26,708.26,17.274634146341462,41,Two-Time Buyer,Repeat Buyer,362,74,3,2,3,323,At Risk
13928,4,2011-07-29,2011-11-29,464.57,17.206296296296298,27,Occasional Buyer (3-5 orders),Repeat Buyer,122,10,5,3,2,532,Potential Loyalists
13929,11,2010-01-14,2011-06-23,3494.1,61.3,57,Loyal Customer (10+ orders),Repeat Buyer,525,168,3,5,5,355,Champions
13930,2,2011-07-26,2011-10-13,337.34,19.843529411764706,17,Two-Time Buyer,Repeat Buyer,78,57,4,2,2,422,Potential Loyalists
13931,11,2009-12-03,2011-09-05,5257.38,19.399926199261994,271,Loyal Customer (10+ orders),Repeat Buyer,640,95,3,5,5,355,Champions
13932,1,2011-02-18,2011-02-18,307.4,19.2125,16,One-Time Buyer,One-Time Buyer,0,294,2,1,2,212,Lost
13933,2,2011-07-14,2011-08-22,608.7900000000001,26.469130434782613,23,Two-Time Buyer,Repeat Buyer,39,108,3,2,2,322,At Risk
13934,1,2011-03-21,2011-03-21,922.1,29.74516129032258,31,One-Time Buyer,One-Time Buyer,0,263,2,1,3,213,Lost
13935,3,2010-02-25,2010-04-22,6116.92,76.4615,80,Occasional Buyer (3-5 orders),Repeat Buyer,55,596,1,3,5,135,Loyal Customers
13936,3,2010-10-21,2011-06-13,939.66,15.9264406779661,59,Occasional Buyer (3-5 orders),Repeat Buyer,234,179,3,3,3,333,Loyal Customers
13937,2,2010-11-02,2011-06-23,880.13,16.298703703703705,54,Two-Time Buyer,Repeat Buyer,233,168,3,2,3,323,At Risk
13938,1,2011-11-04,2011-11-04,71.66,10.237142857142857,7,One-Time Buyer,One-Time Buyer,0,34,4,1,1,411,Potential Loyalists
13939,7,2010-04-06,2011-11-16,1560.96,14.190545454545456,110,Regular Buyer (6-10 orders),Repeat Buyer,589,22,4,4,4,444,Champions
13940,4,2011-07-18,2011-11-22,839.14,17.12530612244898,49,Occasional Buyer (3-5 orders),Repeat Buyer,126,16,5,3,3,533,Loyal Customers
13941,15,2009-12-16,2011-11-18,10027.18,106.67212765957447,94,Loyal Customer (10+ orders),Repeat Buyer,701,21,4,5,5,455,Champions
13942,1,2010-06-23,2010-06-23,320.0,320.0,1,One-Time Buyer,One-Time Buyer,0,534,1,1,2,112,Lost
13943,1,2010-05-11,2010-05-11,246.54,16.436,15,One-Time Buyer,One-Time Buyer,0,577,1,1,1,111,Lost
13944,1,2010-02-24,2010-02-24,200.43,5.726571428571429,35,One-Time Buyer,One-Time Buyer,0,652,1,1,1,111,Lost
13945,2,2010-08-17,2010-11-10,854.15,16.748039215686273,51,Two-Time Buyer,Repeat Buyer,85,394,2,2,3,223,Lost
13946,6,2009-12-04,2011-09-21,1876.23,33.504107142857144,56,Regular Buyer (6-10 orders),Repeat Buyer,656,78,3,4,4,344,Champions
13947,1,2011-10-05,2011-10-05,90.6,18.119999999999997,5,One-Time Buyer,One-Time Buyer,0,64,3,1,1,311,At Risk
13948,4,2009-12-04,2010-12-14,548.76,22.865,24,Occasional Buyer (3-5 orders),Repeat Buyer,374,360,2,3,2,232,Lost
13949,6,2011-09-06,2011-12-07,2427.32,15.170750000000002,160,Regular Buyer (6-10 orders),Repeat Buyer,91,2,5,4,4,544,Champions
13950,4,2011-04-07,2011-11-28,745.06,21.28742857142857,35,Occasional Buyer (3-5 orders),Repeat Buyer,235,10,5,3,3,533,Loyal Customers
13951,3,2011-02-18,2011-06-16,674.45,17.293589743589745,39,Occasional Buyer (3-5 orders),Repeat Buyer,118,175,3,3,3,333,Loyal Customers
13952,14,2009-12-16,2011-05-06,12823.521,31.35335207823961,409,Loyal Customer (10+ orders),Repeat Buyer,505,217,2,5,5,255,Champions
13953,12,2009-12-11,2011-12-02,6640.68,265.6272,25,Loyal Customer (10+ orders),Repeat Buyer,721,6,5,5,5,555,Champions
13954,2,2011-09-30,2011-12-08,439.92,17.5968,25,Two-Time Buyer,Repeat Buyer,69,1,5,2,2,522,Potential Loyalists
13955,3,2010-11-29,2011-07-08,544.0699999999999,6.400823529411764,85,Occasional Buyer (3-5 orders),Repeat Buyer,220,153,3,3,2,332,At Risk
13956,5,2011-03-13,2011-12-04,1019.27,6.933809523809524,147,Occasional Buyer (3-5 orders),Repeat Buyer,266,4,5,4,3,543,Loyal Customers
13957,3,2010-02-19,2010-10-18,458.25,16.97222222222222,27,Occasional Buyer (3-5 orders),Repeat Buyer,240,417,1,3,2,132,Lost
13958,8,2009-12-05,2010-11-25,4709.2300000000005,20.745506607929517,227,Regular Buyer (6-10 orders),Repeat Buyer,354,379,2,4,5,245,Champions
13959,6,2010-07-16,2011-09-21,1064.77,6.781974522292994,157,Regular Buyer (6-10 orders),Repeat Buyer,431,78,3,4,3,343,Loyal Customers
13960,2,2011-09-29,2011-11-18,230.22,19.185,12,Two-Time Buyer,Repeat Buyer,50,20,4,2,1,421,Potential Loyalists
13961,1,2010-11-12,2010-11-12,538.4,28.336842105263155,19,One-Time Buyer,One-Time Buyer,0,391,2,1,2,212,Lost
13962,3,2010-09-30,2011-11-18,362.8,15.773913043478261,23,Occasional Buyer (3-5 orders),Repeat Buyer,413,21,4,3,2,432,Potential Loyalists
13963,17,2010-04-21,2011-02-04,2860.57,17.33678787878788,165,Loyal Customer (10+ orders),Repeat Buyer,288,307,2,5,4,254,Champions
13964,2,2010-10-05,2010-11-17,438.9,18.287499999999998,24,Two-Time Buyer,Repeat Buyer,43,386,2,2,2,222,Lost
13965,3,2010-01-05,2010-08-20,996.61,41.525416666666665,24,Occasional Buyer (3-5 orders),Repeat Buyer,226,476,1,3,3,133,Loyal Customers
13966,1,2010-09-30,2010-09-30,384.26,18.298095238095236,21,One-Time Buyer,One-Time Buyer,0,434,1,1,2,112,Lost
13967,2,2010-11-08,2011-07-17,166.3,27.71666666666667,6,Two-Time Buyer,Repeat Buyer,250,145,3,2,1,321,At Risk
13968,1,2010-10-12,2010-10-12,123.66,15.4575,8,One-Time Buyer,One-Time Buyer,0,422,1,1,1,111,Lost
13969,35,2010-03-25,2011-12-02,12973.460000000001,12.193101503759399,1064,Loyal Customer (10+ orders),Repeat Buyer,617,6,5,5,5,555,Champions
13970,2,2010-09-28,2010-11-18,846.55,65.11923076923077,13,Two-Time Buyer,Repeat Buyer,51,385,2,2,3,223,Lost
13971,14,2010-01-26,2011-11-21,4667.57,18.30419607843137,255,Loyal Customer (10+ orders),Repeat Buyer,664,18,5,5,5,555,Champions
13972,2,2011-05-22,2011-09-30,190.25,12.683333333333334,15,Two-Time Buyer,Repeat Buyer,131,70,3,2,1,321,At Risk
13973,1,2011-02-25,2011-02-25,264.7,24.063636363636363,11,One-Time Buyer,One-Time Buyer,0,286,2,1,1,211,Lost
13974,2,2010-05-06,2011-10-21,677.72,15.76093023255814,43,Two-Time Buyer,Repeat Buyer,532,48,4,2,3,423,Potential Loyalists
13975,12,2010-02-02,2011-11-08,5256.4,7.132157394843961,737,Loyal Customer (10+ orders),Repeat Buyer,644,30,4,5,5,455,Champions
13976,4,2010-02-09,2011-05-17,1192.36,21.292142857142856,56,Occasional Buyer (3-5 orders),Repeat Buyer,461,206,2,3,3,233,Loyal Customers
13977,1,2010-10-24,2010-10-24,519.8100000000001,39.98538461538462,13,One-Time Buyer,One-Time Buyer,0,410,1,1,2,112,Lost
13978,2,2011-10-25,2011-11-25,196.79000000000002,13.119333333333335,15,Two-Time Buyer,Repeat Buyer,30,14,5,2,1,521,Potential Loyalists
13979,7,2009-12-03,2011-09-27,3379.93,8.60033078880407,393,Regular Buyer (6-10 orders),Repeat Buyer,663,72,3,4,5,345,Champions
13980,5,2010-02-21,2011-10-10,768.82,12.203492063492064,63,Occasional Buyer (3-5 orders),Repeat Buyer,595,59,3,4,3,343,Loyal Customers
13981,1,2010-10-20,2010-10-20,331.14,15.05181818181818,22,One-Time Buyer,One-Time Buyer,0,415,1,1,2,112,Lost
13982,9,2010-01-20,2011-10-31,3954.29,17.57462222222222,225,Regular Buyer (6-10 orders),Repeat Buyer,649,38,4,5,5,455,Champions
13983,21,2009-12-09,2011-11-10,6753.89,20.781200000000002,325,Loyal Customer (10+ orders),Repeat Buyer,700,29,4,5,5,455,Champions
13984,12,2009-12-07,2011-11-13,1893.8,21.520454545454545,88,Loyal Customer (10+ orders),Repeat Buyer,706,26,4,5,4,454,Champions
13985,22,2010-02-09,2011-12-05,10020.86,20.87679166666667,480,Loyal Customer (10+ orders),Repeat Buyer,664,3,5,5,5,555,Champions
13986,1,2011-11-22,2011-11-22,320.46,24.650769230769228,13,One-Time Buyer,One-Time Buyer,0,16,5,1,2,512,Potential Loyalists
13987,2,2010-11-04,2010-11-25,682.54,14.837826086956522,46,Two-Time Buyer,Repeat Buyer,21,379,2,2,3,223,Lost
13988,8,2010-03-24,2011-11-20,4757.8,16.12813559322034,295,Regular Buyer (6-10 orders),Repeat Buyer,605,19,4,4,5,445,Champions
13989,5,2010-05-25,2011-10-05,2026.06,23.558837209302325,86,Occasional Buyer (3-5 orders),Repeat Buyer,497,65,3,4,4,344,Champions
13990,1,2011-05-10,2011-05-10,311.3,19.45625,16,One-Time Buyer,One-Time Buyer,0,212,2,1,2,212,Lost
13991,6,2011-07-19,2011-11-27,852.88,10.400975609756097,82,Regular Buyer (6-10 orders),Repeat Buyer,131,11,5,4,3,543,Loyal Customers
13992,3,2010-09-02,2011-11-09,219.5,19.954545454545453,11,Occasional Buyer (3-5 orders),Repeat Buyer,432,29,4,3,1,431,Potential Loyalists
13993,19,2009-12-03,2011-10-28,6775.71,25.960574712643677,261,Loyal Customer (10+ orders),Repeat Buyer,693,42,4,5,5,455,Champions
13994,6,2011-07-14,2011-12-06,2274.14,15.36581081081081,148,Regular Buyer (6-10 orders),Repeat Buyer,144,3,5,4,4,544,Champions
13995,14,2009-12-18,2011-11-24,3902.01,16.965260869565217,230,Loyal Customer (10+ orders),Repeat Buyer,706,14,5,5,5,555,Champions
13996,2,2010-11-05,2010-11-18,895.76,27.144242424242425,33,Two-Time Buyer,Repeat Buyer,13,385,2,2,3,223,Lost
13997,3,2010-06-07,2010-07-08,376.46,8.55590909090909,44,Occasional Buyer (3-5 orders),Repeat Buyer,31,518,1,3,2,132,Lost
13998,3,2010-05-12,2010-09-19,566.7,18.280645161290323,31,Occasional Buyer (3-5 orders),Repeat Buyer,129,446,1,3,2,132,Lost
13999,29,2009-12-05,2011-11-29,9502.26,20.391115879828327,466,Loyal Customer (10+ orders),Repeat Buyer,724,9,5,5,5,555,Champions
14000,5,2009-12-02,2011-05-12,2046.3400000000001,41.76204081632653,49,Occasional Buyer (3-5 orders),Repeat Buyer,526,210,2,4,4,244,Champions
14001,9,2010-08-03,2011-10-25,4228.85,41.056796116504856,103,Regular Buyer (6-10 orders),Repeat Buyer,447,45,4,5,5,455,Champions
14002,2,2011-07-06,2011-07-28,529.73,11.270851063829788,47,Two-Time Buyer,Repeat Buyer,22,133,3,2,2,322,At Risk
14003,1,2009-12-07,2009-12-07,209.41,13.088125,16,One-Time Buyer,One-Time Buyer,0,732,1,1,1,111,Lost
14004,11,2010-09-30,2011-10-27,6258.45,25.968672199170125,241,Loyal Customer (10+ orders),Repeat Buyer,392,42,4,5,5,455,Champions
14005,5,2011-05-08,2011-11-30,2874.72,34.22285714285714,84,Occasional Buyer (3-5 orders),Repeat Buyer,206,9,5,4,4,544,Champions
14006,7,2010-02-25,2011-08-16,2196.67,28.528181818181817,77,Regular Buyer (6-10 orders),Repeat Buyer,536,115,3,4,4,344,Champions
14007,1,2010-07-15,2010-07-15,79.48,15.896,5,One-Time Buyer,One-Time Buyer,0,512,1,1,1,111,Lost
14008,1,2010-10-03,2010-10-03,509.04,15.9075,32,One-Time Buyer,One-Time Buyer,0,431,1,1,2,112,Lost
14009,3,2010-09-03,2011-05-25,1099.91,14.863648648648649,74,Occasional Buyer (3-5 orders),Repeat Buyer,264,197,2,3,3,233,Loyal Customers
14010,2,2010-05-23,2010-05-23,445.15,18.547916666666666,24,Two-Time Buyer,Repeat Buyer,0,564,1,2,2,122,Lost
14011,2,2010-04-11,2010-08-16,457.82,14.306875,32,Two-Time Buyer,Repeat Buyer,127,479,1,2,2,122,Lost
14012,1,2011-03-07,2011-03-07,328.8,29.89090909090909,11,One-Time Buyer,One-Time Buyer,0,277,2,1,2,212,Lost
14013,5,2010-03-26,2011-08-21,1084.57,15.949558823529411,68,Occasional Buyer (3-5 orders),Repeat Buyer,513,109,3,4,3,343,Loyal Customers
14014,3,2010-05-12,2011-09-23,1948.21,25.63434210526316,76,Occasional Buyer (3-5 orders),Repeat Buyer,499,76,3,3,4,334,Loyal Customers
14015,1,2011-10-18,2011-10-18,917.34,45.867000000000004,20,One-Time Buyer,One-Time Buyer,0,52,4,1,3,413,Potential Loyalists
14016,11,2010-01-08,2011-07-01,11403.41,25.45404017857143,448,Loyal Customer (10+ orders),Repeat Buyer,538,161,3,5,5,355,Champions
14017,1,2010-05-17,2010-05-17,229.75,16.410714285714285,14,One-Time Buyer,One-Time Buyer,0,570,1,1,1,111,Lost
14018,1,2010-03-04,2010-03-04,367.15000000000003,28.242307692307694,13,One-Time Buyer,One-Time Buyer,0,644,1,1,2,112,Lost
14019,3,2011-07-24,2011-10-24,1421.61,21.539545454545454,66,Occasional Buyer (3-5 orders),Repeat Buyer,91,46,4,3,4,434,Loyal Customers
14020,4,2010-06-28,2011-11-23,1249.01,17.347361111111113,72,Occasional Buyer (3-5 orders),Repeat Buyer,512,16,5,3,4,534,Loyal Customers
14021,7,2010-04-26,2011-07-07,1716.58,19.07311111111111,90,Regular Buyer (6-10 orders),Repeat Buyer,437,154,3,4,4,344,Champions
14022,2,2010-08-10,2011-04-28,792.15,16.854255319148937,47,Two-Time Buyer,Repeat Buyer,261,224,2,2,3,223,Lost
14023,2,2011-04-03,2011-12-02,584.07,18.840967741935486,31,Two-Time Buyer,Repeat Buyer,242,6,5,2,2,522,Potential Loyalists
14024,3,2010-11-14,2011-08-10,645.74,18.99235294117647,34,Occasional Buyer (3-5 orders),Repeat Buyer,269,121,3,3,3,333,Loyal Customers
14025,8,2010-05-05,2010-09-01,4057.9,40.98888888888889,99,Regular Buyer (6-10 orders),Repeat Buyer,119,464,1,4,5,145,Champions
14026,2,2010-03-24,2010-08-26,713.11,14.2622,50,Two-Time Buyer,Repeat Buyer,154,470,1,2,3,123,Lost
14027,1,2011-10-10,2011-10-10,104.82,17.47,6,One-Time Buyer,One-Time Buyer,0,60,3,1,1,311,At Risk
14028,3,2010-06-07,2010-06-07,10396.5,1155.1666666666667,9,Occasional Buyer (3-5 orders),Repeat Buyer,0,549,1,3,5,135,Loyal Customers
14029,2,2011-07-18,2011-10-07,467.66,31.177333333333333,15,Two-Time Buyer,Repeat Buyer,80,62,3,2,2,322,At Risk
14030,20,2009-12-10,2011-11-21,7521.8,9.128398058252428,824,Loyal Customer (10+ orders),Repeat Buyer,710,17,5,5,5,555,Champions
14031,44,2009-12-03,2011-12-02,39019.51,52.02601333333334,750,Loyal Customer (10+ orders),Repeat Buyer,729,6,5,5,5,555,Champions
14032,16,2009-12-14,2011-12-07,4546.41,19.767,230,Loyal Customer (10+ orders),Repeat Buyer,723,1,5,5,5,555,Champions
14033,1,2010-06-02,2010-06-02,109.44,109.44,1,One-Time Buyer,One-Time Buyer,0,554,1,1,1,111,Lost
14034,3,2011-07-05,2011-11-17,648.89,7.545232558139535,86,Occasional Buyer (3-5 orders),Repeat Buyer,135,21,4,3,3,433,Loyal Customers
14035,9,2010-04-06,2011-11-11,2794.75,19.27413793103448,145,Regular Buyer (6-10 orders),Repeat Buyer,583,28,4,5,4,454,Champions
14036,1,2011-02-28,2011-02-28,626.65,16.49078947368421,38,One-Time Buyer,One-Time Buyer,0,284,2,1,3,213,Lost
14037,6,2009-12-07,2011-06-16,836.95,7.341666666666667,114,Regular Buyer (6-10 orders),Repeat Buyer,556,175,3,4,3,343,Loyal Customers
14038,5,2010-02-04,2011-09-22,3069.88,19.067577639751555,161,Occasional Buyer (3-5 orders),Repeat Buyer,595,77,3,4,5,345,Champions
14039,2,2010-05-13,2011-11-06,267.28000000000003,26.728,10,Two-Time Buyer,Repeat Buyer,542,32,4,2,1,421,Potential Loyalists
14040,35,2009-12-01,2011-10-30,12523.81,16.035608194622277,781,Loyal Customer (10+ orders),Repeat Buyer,698,40,4,5,5,455,Champions
14041,1,2011-03-18,2011-03-18,141.41,6.733809523809524,21,One-Time Buyer,One-Time Buyer,0,265,2,1,1,211,Lost
14042,1,2009-12-14,2009-12-14,431.98,20.570476190476192,21,One-Time Buyer,One-Time Buyer,0,724,1,1,2,112,Lost
14043,2,2009-12-10,2010-08-05,302.6,7.380487804878049,41,Two-Time Buyer,Repeat Buyer,238,490,1,2,2,122,Lost
14044,10,2010-01-24,2011-11-13,3077.7,3.7260290556900726,826,Regular Buyer (6-10 orders),Repeat Buyer,657,26,4,5,5,455,Champions
14045,16,2010-01-08,2011-08-22,10986.63,296.93594594594595,37,Loyal Customer (10+ orders),Repeat Buyer,591,108,3,5,5,355,Champions
14046,1,2011-02-28,2011-02-28,154.99,11.070714285714287,14,One-Time Buyer,One-Time Buyer,0,283,2,1,1,211,Lost
14047,14,2010-02-01,2011-12-01,3968.11,26.105986842105263,152,Loyal Customer (10+ orders),Repeat Buyer,668,8,5,5,5,555,Champions
14048,3,2010-11-22,2011-02-07,748.69,5.309858156028369,141,Occasional Buyer (3-5 orders),Repeat Buyer,77,304,2,3,3,233,Loyal Customers
14049,13,2010-04-01,2011-11-23,13023.4,12.274646559849199,1061,Loyal Customer (10+ orders),Repeat Buyer,600,16,5,5,5,555,Champions
14050,2,2011-08-25,2011-11-08,746.36,13.821481481481483,54,Two-Time Buyer,Repeat Buyer,74,31,4,2,3,423,Potential Loyalists
14051,37,2009-12-03,2011-12-09,21770.98,68.46220125786164,318,Loyal Customer (10+ orders),Repeat Buyer,735,0,5,5,5,555,Champions
14052,2,2010-11-14,2011-11-20,466.66,3.8566942148760335,121,Two-Time Buyer,Repeat Buyer,371,19,4,2,2,422,Potential Loyalists
14053,4,2010-08-10,2011-08-07,572.3,63.58888888888888,9,Occasional Buyer (3-5 orders),Repeat Buyer,362,123,3,3,2,332,At Risk
14054,1,2011-10-05,2011-10-05,92.46,15.409999999999998,6,One-Time Buyer,One-Time Buyer,0,64,3,1,1,311,At Risk
14055,3,2009-12-16,2011-08-25,1520.96,46.08969696969697,33,Occasional Buyer (3-5 orders),Repeat Buyer,616,105,3,3,4,334,Loyal Customers
14056,23,2011-02-28,2011-12-08,8152.71,7.493299632352941,1088,Loyal Customer (10+ orders),Repeat Buyer,282,0,5,5,5,555,Champions
14057,22,2009-12-03,2011-11-16,8346.66,18.67261744966443,447,Loyal Customer (10+ orders),Repeat Buyer,712,23,4,5,5,455,Champions
14058,2,2010-06-27,2010-09-03,469.19,19.549583333333334,24,Two-Time Buyer,Repeat Buyer,67,462,1,2,2,122,Lost
14059,1,2011-03-18,2011-03-18,183.6,22.95,8,One-Time Buyer,One-Time Buyer,0,266,2,1,1,211,Lost
14060,30,2010-03-11,2011-12-05,8898.24,34.48930232558139,258,Loyal Customer (10+ orders),Repeat Buyer,634,4,5,5,5,555,Champions
14061,3,2009-12-01,2010-07-20,917.4300000000001,48.28578947368421,19,Occasional Buyer (3-5 orders),Repeat Buyer,230,506,1,3,3,133,Loyal Customers
14062,24,2009-12-10,2011-11-30,25585.65,75.25191176470588,340,Loyal Customer (10+ orders),Repeat Buyer,719,9,5,5,5,555,Champions
14063,9,2009-12-08,2010-09-27,22710.2,567.755,40,Regular Buyer (6-10 orders),Repeat Buyer,293,437,1,5,5,155,Champions
14064,15,2010-01-21,2011-11-10,3260.24,13.81457627118644,236,Loyal Customer (10+ orders),Repeat Buyer,657,28,4,5,5,455,Champions
14065,3,2010-10-04,2010-11-15,891.02,18.18408163265306,49,Occasional Buyer (3-5 orders),Repeat Buyer,42,388,2,3,3,233,Loyal Customers
14066,1,2011-03-18,2011-03-18,152.55,21.792857142857144,7,One-Time Buyer,One-Time Buyer,0,266,2,1,1,211,Lost
14067,2,2011-09-04,2011-10-07,374.7,7.2057692307692305,52,Two-Time Buyer,Repeat Buyer,32,63,3,2,2,322,At Risk
14068,4,2010-01-31,2011-01-23,1516.72,14.043703703703704,108,Occasional Buyer (3-5 orders),Repeat Buyer,357,319,2,3,4,234,Loyal Customers
